"Motor Vehicles Currently Licensed by Type (Monthly)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Cars","","","Rental Cars","","","Goods Service Vehicles Discontinued January 1991","","","Private Taxis","","","Public Taxis (Discontinued)","","","Omnibuses (after December 1989)","","","Service Coaches","","","Trailers (including Caravans)","","","Motor Cycles","","","Mopeds","","","Miscellaneous (Including Tractors)","","","Trade Plates - D (Discontinued)","","","Trade Plates - C (after December 1997)","","","Exempt Vehicles","","","Taxis","","","Omnibuses and Service Coaches","","","Light Trucks, Vans and Utilities (Discontinued after October 1995)","","","Heavy Trucks (Refer to V= Trucks)","","","Goods Service Cars Discontinued October 1993","","","Caravans (Starts 10.1993, Discontinued 10.1995)","","","Tractors (Starts October 1993)","","","Trucks (Starts November 1995)","","","Total Trade Plates Issued (Start Jan 1998.)","","","Total All Vehicles","",""
" ","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods"
"2004M09",1235109,897413,2132522,13369,8577,21946,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",387072,11758,398830,20705,14564,35269,6209,2518,8727,40798,4488,45286,"..","..","..","..","..","..",9397,233,9630,3424,4666,8090,11903,3189,15092,"..","..","..","..","..","..","..","..","..","..","..","..",24885,664,25549,297607,91605,389212,"..","..",8947,2025593,1039011,3064604
"2004M10",1243029,901817,2144846,14046,9166,23212,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",387096,13345,400441,21224,16222,37446,6259,2602,8861,41211,4848,46059,"..","..","..","..","..","..",9429,273,9702,3423,4665,8088,11975,3225,15200,"..","..","..","..","..","..","..","..","..","..","..","..",24931,813,25744,299351,92627,391978,"..","..",9047,2037043,1048790,3085833
"2004M11",1249756,902804,2152560,14465,10879,25344,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",389814,15974,405788,21930,18103,40033,6402,2811,9213,41655,5352,47007,"..","..","..","..","..","..",9508,312,9820,3440,4680,8120,12056,3325,15381,"..","..","..","..","..","..","..","..","..","..","..","..",25082,1086,26168,301159,92954,394113,"..","..",9075,2050185,1057194,3107379
"2004M12",1261131,927440,2188571,14747,13205,27952,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",391146,21410,412556,22343,19828,42171,6569,2977,9546,42131,5945,48076,"..","..","..","..","..","..",9578,432,10010,3444,4712,8156,12099,3407,15506,"..","..","..","..","..","..","..","..","..","..","..","..",25243,1218,26461,303763,95280,399043,"..","..",9075,2066951,1094636,3161587
"2005M01",1258256,914282,2172538,14298,13692,27990,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",390552,23358,413910,22531,20621,43152,6641,3093,9734,42131,6158,48289,"..","..","..","..","..","..",9573,558,10131,3461,4619,8080,12128,3369,15497,"..","..","..","..","..","..","..","..","..","..","..","..",25204,1318,26522,303399,93918,397317,"..","..",8102,2062970,1083668,3146638
"2005M02",1253799,897387,2151186,14163,13850,28013,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",391610,23997,415607,22563,20790,43353,6731,3094,9825,42201,6108,48309,"..","..","..","..","..","..",9637,634,10271,3426,4570,7996,12146,3287,15433,"..","..","..","..","..","..","..","..","..","..","..","..",25310,1395,26705,302216,91507,393723,"..","..",8416,2058492,1065224,3123716
"2005M03",1265319,916186,2181505,13952,13632,27584,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",392929,23515,416444,22696,20407,43103,6831,3213,10044,42506,6186,48692,"..","..","..","..","..","..",9648,684,10332,3441,4635,8076,12241,3348,15589,"..","..","..","..","..","..","..","..","..","..","..","..",25418,1376,26794,305051,93587,398638,"..","..",8624,2074614,1085393,3160007
"2005M04",1267400,916577,2183977,13519,11964,25483,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",393679,21848,415527,22567,19008,41575,6949,3181,10130,42590,5927,48517,"..","..","..","..","..","..",9739,648,10387,3474,4633,8107,12249,3373,15622,"..","..","..","..","..","..","..","..","..","..","..","..",25517,1270,26787,305792,93512,399304,"..","..",8770,2077958,1080671,3158629
"2005M05",1271140,913033,2184173,12711,9993,22704,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",394560,19295,413855,22338,17117,39455,7078,3185,10263,42692,5392,48084,"..","..","..","..","..","..",9794,612,10406,3467,4658,8125,12321,3308,15629,"..","..","..","..","..","..","..","..","..","..","..","..",25651,1043,26694,307372,92618,399990,"..","..",8926,2083473,1069211,3152684
"2005M06",1274304,914883,2189187,13152,9452,22604,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",394313,14669,408982,22163,15554,37717,7174,3108,10282,42518,4949,47467,"..","..","..","..","..","..",9822,506,10328,3489,4683,8172,12345,3326,15671,"..","..","..","..","..","..","..","..","..","..","..","..",25650,871,26521,307614,92229,399843,"..","..",9051,2086894,1063359,3150253
"2005M07",1275587,915198,2190785,12994,9475,22469,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",395439,12882,408321,22351,14846,37197,7266,3124,10390,42588,4838,47426,"..","..","..","..","..","..",9752,396,10148,3466,4703,8169,12358,3300,15658,"..","..","..","..","..","..","..","..","..","..","..","..",25762,745,26507,308716,92203,400919,"..","..",9174,2090517,1060965,3151482
"2005M08",1276057,910706,2186763,12803,9097,21900,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",397486,12436,409922,22638,15029,37667,7518,3221,10739,42719,4866,47585,"..","..","..","..","..","..",9919,343,10262,3458,4701,8159,12266,3397,15663,"..","..","..","..","..","..","..","..","..","..","..","..",25995,695,26690,308226,91277,399503,"..","..",9309,2093090,1055073,3148163
"2005M09",1282057,919453,2201510,13208,9244,22452,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",398705,12779,411484,23431,16522,39953,7994,3562,11556,42968,5338,48306,"..","..","..","..","..","..",9995,317,10312,3464,4740,8204,12273,3497,15770,"..","..","..","..","..","..","..","..","..","..","..","..",26163,760,26923,310159,92605,402764,"..","..",9425,2104254,1068057,3172311
"2005M10",1287287,921769,2209056,14121,10206,24327,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",398736,14249,412985,24051,18157,42208,8269,3768,12037,43065,5978,49043,"..","..","..","..","..","..",10044,339,10383,3474,4698,8172,12386,3564,15950,"..","..","..","..","..","..","..","..","..","..","..","..",26175,847,27022,311354,93543,404897,"..","..",9520,2112787,1076271,3189058
"2005M11",1291071,923917,2214988,14608,11984,26592,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",400050,16606,416656,24589,20051,44640,8621,3959,12580,43344,6521,49865,"..","..","..","..","..","..",10175,405,10580,3491,4667,8158,12483,3560,16043,"..","..","..","..","..","..","..","..","..","..","..","..",26258,1037,27295,312649,94068,406717,"..","..",9562,2121081,1085738,3206819
"2005M12",1301136,949299,2250435,14590,13985,28575,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",402346,21748,424094,25066,22088,47154,8960,4202,13162,43685,7182,50867,"..","..","..","..","..","..",10359,586,10945,3494,4708,8202,12507,3675,16182,"..","..","..","..","..","..","..","..","..","..","..","..",26351,1167,27518,314393,96796,411189,"..","..",9564,2136536,1124269,3260805
"2006M01",1298313,937696,2236009,14954,14248,29202,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",402394,23685,426079,25318,22959,48277,9167,4252,13419,43721,7423,51144,"..","..","..","..","..","..",10453,712,11165,3478,4616,8094,12480,3678,16158,"..","..","..","..","..","..","..","..","..","..","..","..",26292,1226,27518,314154,96061,410215,"..","..",8177,2134432,1115330,3249762
"2006M02",1290951,917232,2208183,14730,14372,29102,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",402929,23983,426912,25456,22800,48256,9361,4241,13602,43567,7296,50863,"..","..","..","..","..","..",10486,773,11259,3448,4515,7963,12503,3582,16085,"..","..","..","..","..","..","..","..","..","..","..","..",26199,1240,27439,311981,93320,405301,"..","..",8469,2125412,1092114,3217526
"2006M03",1300864,940626,2241490,14624,13898,28522,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",403949,23285,427234,25776,22501,48277,9710,4256,13966,43819,7315,51134,"..","..","..","..","..","..",10524,781,11305,3431,4588,8019,12677,3712,16389,"..","..","..","..","..","..","..","..","..","..","..","..",26355,1267,27622,314062,95956,410018,"..","..",8643,2139436,1116918,3256354
"2006M04",1298143,930232,2228375,14283,12017,26300,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",404465,21503,425968,25731,20998,46729,9866,4225,14091,44059,6833,50892,"..","..","..","..","..","..",10602,726,11328,3434,4544,7978,12702,3661,16363,"..","..","..","..","..","..","..","..","..","..","..","..",26396,1173,27569,312981,94766,407747,"..","..",8761,2136266,1099505,3235771
"2006M05",1301039,930521,2231560,12955,10008,22963,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",405460,19154,424614,25755,19163,44918,10154,4036,14190,43982,6443,50425,"..","..","..","..","..","..",10644,685,11329,3413,4571,7984,12791,3634,16425,"..","..","..","..","..","..","..","..","..","..","..","..",26393,993,27386,314384,94828,409212,"..","..",8882,2140577,1093043,3233620
"2006M06",1301871,931044,2232915,12129,9625,21754,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",405573,14716,420289,25710,17803,43513,10341,3830,14171,43750,5838,49588,"..","..","..","..","..","..",10617,513,11130,3372,4639,8011,12884,3602,16486,"..","..","..","..","..","..","..","..","..","..","..","..",26373,751,27124,313806,94951,408757,"..","..",9006,2140053,1086561,3226614
"2006M07",1307938,926208,2234146,12196,9553,21749,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",406356,12926,419282,25997,17253,43250,10564,3806,14370,44012,5455,49467,"..","..","..","..","..","..",10635,409,11044,3352,4657,8009,13023,3534,16557,"..","..","..","..","..","..","..","..","..","..","..","..",26445,669,27114,314996,94575,409571,"..","..",9081,2149069,1078376,3227445
"2006M08",1313406,913379,2226785,12340,9356,21696,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",407651,12507,420158,26281,17172,43453,10618,3751,14369,44229,5351,49580,"..","..","..","..","..","..",10719,364,11083,3357,4601,7958,12983,3554,16537,"..","..","..","..","..","..","..","..","..","..","..","..",26468,658,27126,314609,92999,407608,"..","..",9150,2156193,1063034,3219227
"2006M09",1327247,911414,2238661,12830,9790,22620,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",409333,12793,422126,27246,18337,45583,10862,3734,14596,44719,5391,50110,"..","..","..","..","..","..",10809,386,11195,3411,4618,8029,13080,3577,16657,"..","..","..","..","..","..","..","..","..","..","..","..",26489,679,27168,317093,92641,409734,"..","..",9245,2176630,1062681,3239311
"2006M10",1341735,908720,2250455,13177,10904,24081,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",410579,14285,424864,27824,19802,47626,11088,3816,14904,45084,5931,51015,"..","..","..","..","..","..",10769,480,11249,3451,4625,8076,13166,3611,16777,"..","..","..","..","..","..","..","..","..","..","..","..",26428,817,27245,319535,93201,412736,"..","..",9345,2196408,1065375,3261783
"2006M11",1351661,904806,2256467,13808,12288,26096,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",411377,16137,427514,28524,21724,50248,11222,3973,15195,45294,6516,51810,"..","..","..","..","..","..",10867,646,11513,3461,4563,8024,13286,3597,16883,"..","..","..","..","..","..","..","..","..","..","..","..",26470,964,27434,320982,93191,414173,"..","..",9359,2210482,1067441,3277923
"2006M12",1366542,921739,2288281,14253,14320,28573,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",414455,21002,435457,29250,23738,52988,11349,4246,15595,45741,7367,53108,"..","..","..","..","..","..",10955,742,11697,3503,4603,8106,13413,3680,17093,"..","..","..","..","..","..","..","..","..","..","..","..",26630,1106,27736,323168,95041,418209,"..","..",9376,2232629,1096478,3329107
"2007M01",1370193,910473,2280666,14196,15024,29220,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",415245,22911,438156,29662,24643,54305,11554,4341,15895,45894,7588,53482,"..","..","..","..","..","..",10996,833,11829,3523,4587,8110,13460,3608,17068,"..","..","..","..","..","..","..","..","..","..","..","..",26650,1199,27849,324013,94299,418312,"..","..",7527,2238736,1088307,3327043
"2007M02",1366769,885639,2252408,14104,15158,29262,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",416458,23282,439740,29746,24522,54268,11690,4334,16024,46032,7433,53465,"..","..","..","..","..","..",11024,882,11906,3480,4501,7981,13444,3521,16965,"..","..","..","..","..","..","..","..","..","..","..","..",26753,1215,27968,322852,91152,414004,"..","..",7730,2235599,1060424,3296023
"2007M03",1381027,901167,2282194,14025,14708,28733,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",418059,22850,440909,30105,24318,54423,11987,4511,16498,46271,7408,53679,"..","..","..","..","..","..",11028,879,11907,3520,4598,8118,13626,3513,17139,"..","..","..","..","..","..","..","..","..","..","..","..",26807,1222,28029,325416,92797,418213,"..","..",7862,2255064,1076749,3331813
"2007M04",1383281,886497,2269778,13619,12143,25762,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",418837,20992,439829,30089,22482,52571,12096,4372,16468,46105,6897,53002,"..","..","..","..","..","..",11099,706,11805,3551,4517,8068,13688,3421,17109,"..","..","..","..","..","..","..","..","..","..","..","..",26747,1053,27800,325816,91228,417044,"..","..",7935,2258181,1053255,3311436
"2007M05",1392207,885022,2277229,12650,10676,23326,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",420667,18926,439593,30294,20837,51131,12220,4279,16499,46261,6429,52690,"..","..","..","..","..","..",11172,640,11812,3565,4472,8037,13760,3415,17175,"..","..","..","..","..","..","..","..","..","..","..","..",26827,884,27711,328084,90438,418522,"..","..",8053,2270880,1045134,3316014
"2007M06",1397199,880000,2277199,12314,10581,22895,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",421155,14478,435633,30171,19112,49283,12312,4063,16375,46064,5876,51940,"..","..","..","..","..","..",11183,481,11664,3581,4488,8069,13824,3374,17198,"..","..","..","..","..","..","..","..","..","..","..","..",26787,723,27510,328658,89228,417886,"..","..",8135,2276461,1031681,3308142
"2007M07",1400855,877751,2278606,12100,10206,22306,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",421651,12430,434081,30306,17995,48301,12418,3961,16379,46154,5569,51723,"..","..","..","..","..","..",11130,370,11500,3600,4478,8078,13914,3403,17317,"..","..","..","..","..","..","..","..","..","..","..","..",26781,595,27376,330408,89412,419820,"..","..",8229,2282536,1025575,3308111
"2007M08",1400683,875682,2276365,11643,10107,21750,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",422878,12039,434917,30788,18021,48809,12473,3864,16337,46402,5509,51911,"..","..","..","..","..","..",11288,331,11619,3590,4421,8011,13911,3425,17336,"..","..","..","..","..","..","..","..","..","..","..","..",26897,561,27458,329916,88784,418700,"..","..",8313,2283572,1022183,3305755
"2007M09",1402250,876982,2279232,12884,10611,23495,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",424183,12324,436507,31608,19119,50727,12641,3898,16539,46697,5833,52530,"..","..","..","..","..","..",11370,325,11695,3590,4428,8018,13939,3506,17445,"..","..","..","..","..","..","..","..","..","..","..","..",26940,586,27526,330011,89939,419950,"..","..",8390,2289173,1026965,3316138
"2007M10",1409207,886227,2295434,13765,11907,25672,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",424645,13783,438428,32523,20875,53398,12880,4133,17013,47271,6295,53566,"..","..","..","..","..","..",11318,339,11657,3616,4370,7986,14072,3595,17667,"..","..","..","..","..","..","..","..","..","..","..","..",27039,736,27775,332737,91669,424406,"..","..",8641,2302034,1043193,3345227
"2007M11",1411390,889857,2301247,13983,13777,27760,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",426317,15981,442298,33504,23278,56782,13107,4378,17485,47759,6893,54652,"..","..","..","..","..","..",11444,392,11836,3622,4332,7954,14199,3641,17840,"..","..","..","..","..","..","..","..","..","..","..","..",27210,914,28124,333472,92649,426121,"..","..",8701,2308797,1055178,3363975
"2007M12",1420863,910341,2331204,14325,16294,30619,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",428811,21113,449924,34230,25510,59740,13336,4679,18015,48239,7714,55953,"..","..","..","..","..","..",11475,554,12029,3624,4387,8011,14342,3796,18138,"..","..","..","..","..","..","..","..","..","..","..","..",27265,1061,28326,335145,95226,430371,"..","..",8705,2324390,1089614,3414004
"2008M01",1421155,898776,2319931,14740,17174,31914,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",428932,23227,452159,34692,26450,61142,13549,4914,18463,48460,7921,56381,"..","..","..","..","..","..",11455,680,12135,3621,4336,7957,14382,3792,18174,"..","..","..","..","..","..","..","..","..","..","..","..",27336,1107,28443,335871,94280,430151,"..","..",7313,2326857,1081550,3408407
"2008M02",1406611,879455,2286066,14741,17284,32025,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",429923,23629,453552,34150,26370,60520,13716,5034,18750,48376,7887,56263,"..","..","..","..","..","..",11478,701,12179,3625,4233,7858,14305,3751,18056,"..","..","..","..","..","..","..","..","..","..","..","..",27328,1153,28481,331565,91868,423433,"..","..",7467,2308490,1060212,3368702
"2008M03",1413000,885622,2298622,14335,16530,30865,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",430773,23051,453824,34144,25995,60139,13899,5074,18973,48524,7719,56243,"..","..","..","..","..","..",11534,703,12237,3681,4265,7946,14427,3814,18241,"..","..","..","..","..","..","..","..","..","..","..","..",27359,1139,28498,332661,92496,425157,"..","..",7595,2316978,1065269,3382247
"2008M04",1414466,878799,2293265,13900,13278,27178,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",431311,21158,452469,34131,24244,58375,14118,5042,19160,48662,7259,55921,"..","..","..","..","..","..",11602,639,12241,3679,4208,7887,14449,3793,18242,"..","..","..","..","..","..","..","..","..","..","..","..",27446,1013,28459,333432,91747,425179,"..","..",7691,2319750,1050167,3369917
"2008M05",1417290,876974,2294264,12724,10839,23563,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",431316,18884,450200,34085,22514,56599,14483,4956,19439,48612,6591,55203,"..","..","..","..","..","..",11618,608,12226,3677,4171,7848,14569,3788,18357,"..","..","..","..","..","..","..","..","..","..","..","..",27488,845,28333,334041,91519,425560,"..","..",7774,2322415,1040844,3363259
"2008M06",1418732,868965,2287697,12883,10426,23309,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",432327,14418,446745,34221,20959,55180,15011,4949,19960,48486,5790,54276,"..","..","..","..","..","..",11642,514,12156,3670,4153,7823,14662,3757,18419,"..","..","..","..","..","..","..","..","..","..","..","..",27564,648,28212,334131,91763,425894,"..","..",7846,2325765,1025694,3351459
"2008M07",1404233,856716,2260949,13707,10011,23718,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",426664,12247,438911,34383,19635,54018,15153,4906,20059,47438,5528,52966,"..","..","..","..","..","..",11284,428,11712,3675,4109,7784,13814,3697,17511,"..","..","..","..","..","..","..","..","..","..","..","..",27126,580,27706,331768,90284,422052,"..","..",7876,2302119,1007561,3309680
"2008M08",1385525,838108,2223633,13303,10161,23464,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",424047,11496,435543,34374,19418,53792,15120,4852,19972,46726,5459,52185,"..","..","..","..","..","..",11280,408,11688,3637,3987,7624,14244,3575,17819,"..","..","..","..","..","..","..","..","..","..","..","..",26827,571,27398,327145,88261,415406,"..","..",7968,2275401,985725,3261126
"2008M09",1388037,857007,2245044,12798,10348,23146,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",423496,11876,435372,35214,21125,56339,15467,5041,20508,46552,5915,52467,"..","..","..","..","..","..",11046,408,11454,3657,4139,7796,14096,3656,17752,"..","..","..","..","..","..","..","..","..","..","..","..",26929,589,27518,326706,90074,416780,"..","..",8041,2277069,1009589,3286658
"2008M10",1368820,804664,2173484,13764,11309,25073,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",418022,12148,430170,34959,21515,56474,15369,5022,20391,46327,6319,52646,"..","..","..","..","..","..",11239,402,11641,3586,3918,7504,14281,3499,17780,"..","..","..","..","..","..","..","..","..","..","..","..",26497,691,27188,324505,85661,410166,"..","..",8105,2250872,954457,3205329
"2008M11",1377190,867025,2244215,12963,13817,26780,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",420291,15448,435739,36263,25645,61908,15589,5438,21027,47144,7293,54437,"..","..","..","..","..","..",11372,477,11849,3569,4113,7682,14381,3695,18076,"..","..","..","..","..","..","..","..","..","..","..","..",26958,925,27883,327412,91612,419024,"..","..",8178,2266174,1034563,3300737
"2008M12",1409066,936835,2345901,13792,18371,32163,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",436413,21352,457765,37651,28896,66547,16103,5729,21832,49070,8972,58042,"..","..","..","..","..","..",11845,603,12448,3653,4367,8020,14991,3963,18954,"..","..","..","..","..","..","..","..","..","..","..","..",27850,1083,28933,336009,98929,434938,"..","..",8174,2328593,1128017,3456610
"2009M01",1388633,921106,2309739,13727,18305,32032,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",435947,23211,459158,37216,29623,66839,16136,5854,21990,49034,9130,58164,"..","..","..","..","..","..",11866,707,12573,3555,4271,7826,14953,3926,18879,"..","..","..","..","..","..","..","..","..","..","..","..",27878,1107,28985,331396,97786,429182,"..","..",1562,2302463,1113919,3416382
"2009M02",1397251,949328,2346579,14661,18588,33249,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",439896,24072,463968,37897,30347,68244,16360,6078,22438,49341,9473,58814,"..","..","..","..","..","..",11944,781,12725,3608,4382,7990,15175,4059,19234,"..","..","..","..","..","..","..","..","..","..","..","..",28100,1149,29249,334449,101818,436267,"..","..",1602,2320582,1148926,3469508
"2009M03",1398651,930733,2329384,14305,17790,32095,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",439081,22873,461954,37488,28768,66256,16294,5940,22234,49207,9148,58355,"..","..","..","..","..","..",11901,752,12653,3607,4332,7939,15261,3968,19229,"..","..","..","..","..","..","..","..","..","..","..","..",28093,1152,29245,332495,100010,432505,"..","..",6461,2318290,1124314,3442604
"2009M04",1397570,916772,2314342,13288,14509,27797,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",439094,20902,459996,37030,26415,63445,16211,5767,21978,49025,8442,57467,"..","..","..","..","..","..",11861,697,12558,3615,4268,7883,15307,3861,19168,"..","..","..","..","..","..","..","..","..","..","..","..",28098,983,29081,331577,98861,430438,"..","..",6471,2314578,1100494,3415072
"2009M05",1399033,925148,2324181,12292,11976,24268,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",439570,18518,458088,36411,23826,60237,16064,5434,21498,48679,7464,56143,"..","..","..","..","..","..",11847,642,12489,3624,4251,7875,15304,3829,19133,"..","..","..","..","..","..","..","..","..","..","..","..",28104,837,28941,331109,99938,431047,"..","..",6504,2313933,1101026,3414959
"2009M06",1393160,913761,2306921,12036,11355,23391,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",439262,14226,453488,35799,21563,57362,15706,5149,20855,48355,6797,55152,"..","..","..","..","..","..",11816,528,12344,3579,4276,7855,15307,3760,19067,"..","..","..","..","..","..","..","..","..","..","..","..",28016,687,28703,329166,98359,427525,"..","..",6527,2304186,1079774,3383960
"2009M07",1389807,911674,2301481,12173,11244,23417,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",439504,12254,451758,35460,20616,56076,15567,5040,20607,48328,6484,54812,"..","..","..","..","..","..",11740,449,12189,3532,4270,7802,15353,3764,19117,"..","..","..","..","..","..","..","..","..","..","..","..",27983,641,28624,328715,98459,427174,"..","..",6514,2300179,1074254,3374433
"2009M08",1389091,923556,2312647,12273,11334,23607,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",440804,11954,452758,35634,21798,57432,15484,5180,20664,48693,6509,55202,"..","..","..","..","..","..",11730,443,12173,3503,4283,7786,15329,3835,19164,"..","..","..","..","..","..","..","..","..","..","..","..",28094,647,28741,328619,99816,428435,"..","..",6473,2301160,1088708,3389868
"2009M09",1373434,900238,2273672,12790,11484,24274,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",438672,12234,450906,35397,22784,58181,15225,5247,20472,48802,6643,55445,"..","..","..","..","..","..",11630,446,12076,3432,4203,7635,15257,3799,19056,"..","..","..","..","..","..","..","..","..","..","..","..",27974,646,28620,324591,97094,421685,"..","..",6535,2279230,1064172,3343402
"2009M10",1386409,933066,2319475,13612,13238,26850,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",441753,14060,455813,36691,25499,62190,15522,5551,21073,49359,7660,57019,"..","..","..","..","..","..",11688,484,12172,3414,4314,7728,15320,3971,19291,"..","..","..","..","..","..","..","..","..","..","..","..",28177,810,28987,327669,101708,429377,"..","..",6537,2301437,1109551,3410988
"2009M11",1381848,929556,2311404,13062,15885,28947,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",440362,16061,456423,37469,26858,64327,15439,5637,21076,49374,8389,57763,"..","..","..","..","..","..",11640,539,12179,3370,4321,7691,15328,3960,19288,"..","..","..","..","..","..","..","..","..","..","..","..",28111,1007,29118,326201,101951,428152,"..","..",6549,2294093,1113157,3407250
"2009M12",1389462,959413,2348875,13007,18751,31758,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",443027,21778,464805,38641,28509,67150,15566,5770,21336,49737,9522,59259,"..","..","..","..","..","..",11665,756,12421,3360,4396,7756,15402,4092,19494,"..","..","..","..","..","..","..","..","..","..","..","..",28246,1163,29409,327843,105458,433301,"..","..",6703,2307710,1158445,3466155
"2010M01",1380701,947076,2327777,13842,18812,32654,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",442346,23530,465876,38739,28263,67002,15481,5718,21199,49641,9797,59438,"..","..","..","..","..","..",11651,845,12496,3326,4357,7683,15382,4052,19434,"..","..","..","..","..","..","..","..","..","..","..","..",28215,1237,29452,326575,104149,430724,"..","..",5757,2297684,1146599,3444283
"2010M02",1370767,939231,2309998,13762,19100,32862,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",441387,23692,465079,38716,27723,66439,15287,5601,20888,49397,9795,59192,"..","..","..","..","..","..",11585,839,12424,3275,4393,7668,15324,4052,19376,"..","..","..","..","..","..","..","..","..","..","..","..",28096,1233,29329,324907,103867,428774,"..","..",5860,2284407,1138293,3422700
"2010M03",1366722,960288,2327010,13738,17845,31583,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",444989,23201,468190,39029,26858,65887,15425,5794,21219,49545,9712,59257,"..","..","..","..","..","..",11768,869,12637,3271,4415,7686,15376,4138,19514,"..","..","..","..","..","..","..","..","..","..","..","..",28296,1303,29599,325194,105182,430376,"..","..",5950,2285057,1158302,3443359
